"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","zpSRr","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","phySRr","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen","ln_phySR","ln_phySRr","ln_zpDen","ln_zpSR","ln_zpSRr","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","ln_Cond","WOmni","WOmni2","Omni2"
"NLA06608-0013",27,3386.26195280288,3.00192087441741,0.444444444444444,0.301813471502591,17.1574730033118,45,1.8467165477695,16747569.539388,3082248681.93445,39.221512940929,39.97428,-74.56255123,37.14025576,2.3,8.284688178,15.44,2,2040202,84,"Region_2",47.52,4790,384,28,3103,5.64,25.1,5.676535948,"Atlantic Coastal Pine Barrens","XIV","Eastern Coastal Plain","CPL","PLNLOW MAN-MADE","NJ","9/4/2007",21.8489252590819,3.80666248977032,3.66922539577453,8.12748192319828,3.29583686600433,2.8424338223366,5.95064255258773,3.3322045101752,39.97428,8.47428569040496,8.04012466444838,3.22286784613774,1.73634117837788,3.86115067505439,0.301813471502591,0.0910913715804451,0.197530864197531
"NLA06608-0014",18,2720.95527062739,0.884249019110961,0.555555555555556,0.0341726618705036,6.66840355323072,39,2.30191419949115,26523754.508745,429928172.4917,32.8837056492117,47.834927,-100.5756807,12.80952857,1.7,1.383813932,498.4,9,9010003,46,"Region_8",8722,41270,4147,175,7661,9.39,21.56,5.440392157,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","ND","8/6/2007",19.8791287119821,3.66356164612965,3.49297726606419,7.90873830006944,2.89037175789616,1.89738048393766,8.33014046024638,5.16478597392351,47.834927,10.6278911227466,8.94389780251682,3.0708397460408,1.69385114595348,9.07360384840271,0.0341726618705036,0.00116777081931577,0.308641975308642
"NLA06608-0015",24,22659.5784790559,2.96456270972082,0.5,0.0443704936217415,13.608991045533,23,2.20579946412459,48459851.85217,57170559836.1893,22.4130512572509,33.007108,-107.2747938,173.9929805,7,50.15536722,1275.36,13,13030101,24,"Region_6",743.6,3780,470,109,21271,8.36,23.575,6.095294118,"Chihuahuan Deserts","III","Xeric West","III","WMTNS MAN-MADE","NM","7/10/2007",24.7693049146562,3.13549421592915,3.10964343460204,10.0283379324256,3.17805383034795,2.6107306805967,6.1527326947041,4.69134788222914,33.007108,8.23747928861363,9.96509992166365,3.16018682851952,1.80751701738833,6.61150325584729,0.0443704936217415,0.00196874070423701,0.25
"NLA06608-0016",24,13425.1322103392,2.8872574214212,0.458333333333333,0.118918918918919,12.674135617571,59,3.72293076261762,29902337.212684,11015594274.7172,58.590055176739,41.030252,-100.7797567,641.0233086,6.3,18.96803762,916,10,10190018,44,"Region_7",1060,4690,490,6,6956,8.48,23.575,6.138366013,"Nebraska Sand Hills","IV","Great Plains Grass and Shrublands","IVman","PLNLOW MAN-MADE","NE","6/27/2007",23.1225777671496,4.07753744390572,4.07056497529954,9.50488376739853,3.17805383034795,2.53956335129942,6.19440539110467,1.79175946922805,41.030252,8.45318786144033,8.84735987547417,3.16018682851952,1.81455858508116,6.96602418710611,0.118918918918919,0.0141417092768444,0.210069444444444
"NLA06608-0019",15,3212.04038864546,1.75073922714482,0.266666666666667,0.212336892052195,7.77019889716692,40,2.34073860993734,497125551.225673,46287789132.7196,32.8241635673828,46.366888,-99.51185877,103.3135279,1.2,7.965656888,600.25,10,10130104,42,"Region_8",3327,44990,7047,801,26392,8.4,22.9,5.525816993,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","6/11/2007",24.5581440296202,3.68887945411394,3.4911649382917,8.07466164928568,2.70805020110221,2.05029576214291,8.86035727332702,6.68586094706836,46.366888,10.7141955218352,10.1808162129084,3.13113691056019,1.70943110850802,8.10982627601848,0.212336892052195,0.0450869557263853,0.0711111111111111
"NLA06608-0020",21,23484.8103601563,3.11982382636191,0.761904761904762,0.138571428571429,13.8237879286485,36,2.21711301740871,54627111.118888,14950851505.2751,34.786586632096,39.408178,-87.81380832,296.2001459,14.9,36.78983872,184.92,5,5120111,54,"Region_5",214.1,5030,605,30,732,8.43,15.346667,5.78503268,"Central Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IL","6/11/2007",23.4280340920357,3.58351893845611,3.54923187087228,10.0641091234937,3.04452243772342,2.62639087113446,6.40522845803084,3.40119738166216,39.408178,8.52317526309379,6.59578051396131,2.73089831690582,1.75527400972216,5.36644319559564,0.138571428571429,0.0192020408163265,0.580498866213152
"NLA06608-0021",16,19539.8291790134,1.31472568655276,0.25,0.0285459411239964,6.09881893667141,20,1.70787304717638,7599063.710279,20578966492.7149,19.5322377957067,42.77192,-77.3095481,4226.925272,53,56.14938354,209.55,4,4140201,83,"Region_2",366.8,2920,390,7,3054,8.33,15.2325,5.509411765,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","EHIGH NATURAL","NY","7/27/2007",23.7475353470784,2.99573227355399,2.97206632079798,9.88021018344052,2.77258872223978,1.80809513549397,5.96614673912369,1.94591014905531,42.77192,7.97933889526233,8.02420748577858,2.72343130314051,1.70645785975256,5.90481674038231,0.0285459411239964,0.000814870754654671,0.0625
"NLA06608-0023",17,2477.58662466683,1.68306725905113,0.352941176470588,0.0317848410757946,9.96141546817209,37,1.98854885354051,15983644.443842,3088269922.77777,36.189393529362,31.148492,-97.745332,6.20722172,3,0.974665509,265.85,12,12070202,29,"Region_6",175.7,3880,349,12,4215,8.16,29.15,5.38130719,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","8/9/2007",21.8508768755149,3.61091791264422,3.58876607947342,7.81504023014056,2.83321334405622,2.29871917677741,5.85507192220243,2.484906649788,31.148492,8.26359043261732,8.34640487043596,3.3724549127965,1.68293131677971,5.16877799519305,0.0317848410757946,0.00101027612221352,0.124567474048443
"NLA06608-0024",16,4651.16279069767,1.83131026477969,0.5,0.0761904761904762,8.38696269177762,32,2.25068545724244,50695619.054398,2826736315.929,30.0614706253178,32.12205,-95.48843409,9530.145112,12.9,239.2872937,105.13,12,12020001,35,"Region_6",181.4,8200,860,35,9619,7.69,25.928571,5.29751634,"South Central Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","7/11/2007",21.7623886378478,3.46573590279973,3.40324430612607,8.44487252983661,2.77258872223978,2.126678439653,6.75693238924755,3.55534806148941,32.12205,9.01188943325234,9.17149558815261,3.25534548812067,1.66723809562937,5.20070453768104,0.0761904761904762,0.00580498866213152,0.25
"NLA06608-0025",22,8761.98269815291,3.04982030929609,0.545454545454545,0.066711140760507,14.5818735597237,37,2.40463225296121,15909012.764148,2688902465.0402,35.8132284641445,35.201321,-81.34573084,11.48123514,8,1.982772888,245.48,3,3050105,45,"Region_4",84.96,3430,195,10,5669,7.63,19.477778,5.560261438,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","6/18/2007",21.712398941742,3.61091791264422,3.57831733532622,9.07817749372603,3.09104245335832,2.67977922036349,5.27299955856375,2.30258509299405,35.201321,8.14031554015999,8.6427680143243,2.96927422599998,1.71564512838005,4.44218055749363,0.066711140760507,0.00445037630156818,0.297520661157025
"NLA06608-0029",18,6769.02038786673,2.50588782786038,0.777777777777778,0.48852157943067,12.3110335159948,38,2.19759222369956,247611955.38617,9021923503.075,32.527044485544,38.756011,-75.21503793,73.10037419,1.7,11.55985109,1.87,2,2040207,63,"Region_3",141.7,4120,2106,247,2111,7.37,24.625,5.747908497,"Middle Atlantic Coastal Plain","XIV","Eastern Coastal Plain","CPL","PLNLOW MAN-MADE","DE","7/2/2007",22.9229233969646,3.63758615972639,3.48207188131754,8.8201116564507,2.89037175789616,2.5104958941047,7.65254569269392,5.50938833662798,38.756011,8.32360844234357,7.65491704784832,3.20376218705815,1.74883604898777,4.95371214669663,0.48852157943067,0.238653333569437,0.604938271604938
"NLA06608-0031",18,6387.91025403301,1.58546773204995,0.5,0.0609579100145138,10.9976608747369,29,1.27183835408189,21128000.003774,5783021660.436,28.6332902892499,39.776454,-81.51745185,24.24953577,4.9,5.281606466,241.93,5,5030201,70,"Region_5",357.1,3830,428,32,4167,8.28,18.95,5.732418301,"Western Allegheny Plateau","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","OH","6/13/2007",22.4781921616517,3.36729582998647,3.35457003703517,8.76216246008672,2.89037175789616,2.39768260243444,6.0591231955818,3.46573590279973,39.776454,8.25062008217469,8.33495163142245,2.94180393152844,1.74613748375129,5.8780158546004,0.0609579100145138,0.00371586679333756,0.25
"NLA06608-0033",16,14192.3639042891,1.41067655284491,0.125,0.0051063829787234,4.80471604040229,45,3.09613853150165,62738088.1082,13013902772.544,44.8299006492977,47.311084,-121.2990598,15.16448355,1.4,1.777959372,732.43,17,17030001,77,"Region_10",109.5,10110,835,67,10543,7.54,20.433333,5.167973856,"North Cascades","II","Western Forested Mountains","II","WMTNS NATURAL","WA","7/17/2007",23.2892840670019,3.80666248977032,3.80287534199933,9.56045934572916,2.77258872223978,1.56959794398551,6.72743172485086,4.20469261939097,47.311084,9.22128031201452,9.26321741157695,3.01716753796084,1.64248070764398,4.69592454925656,0.0051063829787234,2.60751471253961e-05,0.015625
"NLA06608-0036",21,28552.2402379353,2.83421372597269,0.476190476190476,0.0295698924731183,12.624425567701,41,2.20775087332542,41696790.118192,6042046796.5845,39.1802575850502,37.477354,-88.32737922,12.02760537,5,1.782974479,113.39,5,5140203,72,"Region_5",133.5,4070,178,8,1376,8.23,26.883333,5.933398693,"Interior River Valleys and Hills","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","IL","7/12/2007",22.5220086650951,3.71357206670431,3.66817298689627,10.2594906791839,3.04452243772342,2.53563347453825,5.18178355029209,2.07944154167984,37.477354,8.31139827843664,7.22693601849329,3.29150650350385,1.78059718424341,4.8941014778403,0.0295698924731183,0.000874378540871777,0.226757369614512
"NLA06608-0037",20,136000,1.94067061189941,0.45,0.0632352941176471,8.47691396291408,52,2.74859105327966,20136024.91256,4181611744.2049,46.4338602620014,41.696993,-73.36398551,236.955581,13,14.01149575,211.27,1,1100005,58,"Region_1",98.02,3380,239,14,644,7.15,16.935714,5.731176471,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","CT","7/13/2007",22.1539625939024,3.95124371858143,3.83802894012221,11.8204101647182,2.99573227355399,2.13734646410137,5.47646355193151,2.63905732961526,41.696993,8.12563098847706,6.46769872610435,2.82942464658558,1.74592082745288,4.5851715394814,0.0632352941176471,0.00399870242214533,0.2025
"NLA06608-0038",16,129888.888888889,2.55436185726376,0.4375,0.264328485885372,10.6143608004573,40,2.12795326120607,16170170.169782,534521605.2472,35.7012094427505,44.797591,-71.86971736,220.6478779,11.3,7.974503403,358.73,1,1110000,58,"Region_1",59.7,3270,158,4,3540,7.62,16.1,5.095294118,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","VT","7/12/2007",20.0968827090291,3.68887945411394,3.57518456615994,11.774434663118,2.77258872223978,2.36220787671069,5.06259503302697,1.38629436111989,44.797591,8.0925452638913,8.17188200612782,2.77881927199042,1.62831739179953,4.08933202039856,0.264328485885372,0.0698695484504534,0.19140625
"NLA06608-0041",12,3411.82267480925,3.02478519097637,0.166666666666667,0.00547045951859956,9.44781830133335,30,2.06650870004047,851201.369797,883078703.892294,29.540039437552,38.226941,-80.85405519,1071.509332,43,100.9848431,501.84,5,5050005,69,"Region_3",82.91,1240,476,1,2505,7.37,17.730769,5.732091503,"Central Appalachians","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","WV","6/12/2007",20.598924886977,3.40119738166216,3.38574661215827,8.13500193622036,2.484906649788,2.24578384726786,6.16541785423142,0,38.226941,7.12286665859908,7.82604401351897,2.87530149195998,1.74608047337654,4.41775568212813,0.00547045951859956,2.99259273446366e-05,0.0277777777777778
"NLA06608-0042",20,1681.81587856179,2.0429760885146,0.25,0.0487804878048781,14.0310137348118,34,2.62710922617342,1337994.958054,304787251.668067,33.6455309619817,44.458235,-107.0403753,77.7184868,13.6,4.314419055,2626,10,10090206,17,"Region_8",21.53,4770,229.5,16,4403.5,6.605,9.6,6.374379085,"Middle Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","WY","6/22/2007",19.5351245556661,3.52636052461616,3.51588023782001,7.42762936876331,2.99573227355399,2.64127014630183,5.4359030295006,2.77258872223978,44.458235,8.47010158388239,8.39015495824551,2.26176309847379,1.85228668786958,3.06944731137627,0.0487804878048781,0.00237953599048186,0.0625
"NLA06608-0043",19,24244.7321655242,2.84652927431572,0.578947368421053,0.10261780104712,12.1510374035567,68,3.46317026280545,20948414.032051,3884569019.2868,66.4261704470143,41.553395,-85.44424168,24.24719175,16.5,2.957443479,273.03,4,4050001,56,"Region_5",438.1,7220,645,9,2971,8.48,13.311765,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/31/2007",22.0802778800658,4.21950770517611,4.19609111207045,10.0959546424801,2.94443897916644,2.49741454915042,6.46925031679577,2.19722457733622,41.553395,8.88461023188687,7.99665387546261,2.58864823067784,1.75293257830329,6.08244719481985,0.10261780104712,0.0105304130917464,0.335180055401662
"NLA06608-0044",17,5702.64602775688,2.62145480903327,0.882352941176471,0.254736842105263,9.03754503913463,68,3.62178439371412,235189334.85837,167667991760.614,66.4959819735821,42.404845,-101.7024805,219.8023543,1.6,12.39574206,1097.9,10,10150004,44,"Region_7",274.1,16680,4108,601,2462,8.67,24.575,6.182026144,"Nebraska Sand Hills","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","NE","7/18/2007",25.8452516214916,4.21950770517611,4.19714152438647,8.64868556150395,2.83321334405622,2.20138757105583,8.32069157104845,6.39859493453521,42.404845,9.72196567591274,7.8087293067444,3.20172966603323,1.82164607275307,5.61349300330874,0.254736842105263,0.0648908587257618,0.778546712802768
"NLA06608-0045",21,10300.3025160481,2.52429195994708,0.761904761904762,0.176934097421203,8.33800636407241,38,1.10927621220803,496875802.36044,16020161556.7144,20.9361410627439,37.293205,-77.88986113,28.83819816,2.1,4.086368816,65.73,2,2080207,45,"Region_3",103.3,4790,648,54,20583,7.52,26.133333,5.815816993,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","VA","6/26/2007",23.4971138632246,3.63758615972639,3.04147690301294,9.23992854427653,3.04452243772342,2.12082414271958,6.47389069635227,3.98898404656427,37.293205,8.47428569040496,9.932220771359,3.26321162593315,1.76058127360823,4.63763737612559,0.176934097421203,0.0313056748302559,0.580498866213152
"NLA06608-0048",17,5895.51911289261,2.37630558623469,1,0.883374689826303,10.1737762241082,24,1.25453725244477,289264042.325577,27101091842.0514,16.4308176681709,36.787297,-89.17572548,5.61794831,3,1.079810471,92.55,8,8020201,73,"Region_7",223.9,4770,773,111,4164,8.46,29.5,5.781960784,"Mississippi Alluvial Plain","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","PLNLOW NATURAL","MO","8/2/2007",24.0228398533951,3.17805383034795,2.79915869758936,8.68194786895747,2.83321334405622,2.31981345128039,6.65027904858742,4.70953020131233,36.787297,8.47010158388239,8.33423142973486,3.38439026334577,1.75474286114293,5.41119952360471,0.883374689826303,0.780350842625717,1
"NLA06608-0049",9,9670.32967032967,0.330818184271589,0.333333333333333,0.148484848484848,2.95870077646627,19,1.58290169079651,2866285.714371,3544152413.1035,18.9998897587448,45.062327,-117.1533553,12.89054746,3.7,1.95649328,2107.88,17,17050201,11,"Region_10",91.89,1880,256,15,7447,7.91,17.575,6.250065359,"Blue Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","OR","8/15/2007",21.9885648747192,2.94443897916644,2.94443317697828,9.17681767993754,2.19722457733622,1.08475024510987,5.54517744447956,2.70805020110221,45.062327,7.539027055824,8.91556654571064,2.86647743769673,1.83259192113363,4.52059220951279,0.148484848484848,0.0220477502295684,0.111111111111111
"NLA06608-0050",19,52695.652173913,2.08751674289949,0.315789473684211,0.0767326732673267,10.4945555637279,36,2.31505611500265,23979970.370174,38118998415.804,35.5785795127069,43.446018,-71.80868659,11.97907093,4.9,1.372465095,196.17,1,1070003,58,"Region_1",25.53,5140,303,16,4906,7.05,15.452,5.355751634,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","NH","7/2/2007",24.3639786408805,3.58351893845611,3.57174375768318,10.8722882296822,2.94443897916644,2.35085660494647,5.71373280550937,2.77258872223978,43.446018,8.54480835844921,8.49821422481843,2.73773844480403,1.6781710552078,3.23985423125339,0.0767326732673267,0.00588790314675032,0.0997229916897507
"NLA06608-0053",15,3633.54290846738,2.3438334647066,0.4,0.0539325842696629,11.0714335280863,36,3.32538812412648,1279789.890968,1534387799.6763,35.9609416855955,43.558193,-73.43960723,470.73915,5.3,23.455266,28.85,2,2010001,83,"Region_2",196,2880,246,29,3359,8.02,21.15,5.474117647,"Eastern Great Lakes and Hudson Lowlands","VII","Mostly Glaciated Dairy Region","VII","EHIGH NATURAL","NY","8/23/2007",21.1513973108603,3.58351893845611,3.58243339629045,8.19796345911518,2.70805020110221,2.40436823500201,5.50533153593236,3.36729582998647,43.558193,7.96554557312999,8.11939858961229,3.05163990549229,1.70003110234954,5.27811465923052,0.0539325842696629,0.00290872364600429,0.16
"NLA06608-0057",17,7069.62327134001,2.39608426537086,0.823529411764706,0.500843170320405,9.48319503957914,43,1.69616929814524,1092204444.49292,69232027099.746,34.2948743102253,34.961892,-80.51686138,53.02839363,3.7,9.688983502,149.57,3,3040105,45,"Region_4",158.3,9700,1756,218,1269,7.5,24.36,5.862679739,"Piedmont","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","NC","6/16/2007",24.9607294118627,3.76120011569356,3.5349959059854,8.86356247194614,2.83321334405622,2.24952128897672,7.47079377419506,5.38449506278909,34.961892,9.17988116449147,7.14598446771439,3.1929424428417,1.76860679240689,5.06449196688697,0.500843170320405,0.250843881256594,0.678200692041522
"NLA06608-0061",14,898.365865066932,2.36898777827565,0.285714285714286,0.173553719008264,10.4179314651303,53,2.64639281771033,20613474.299744,49712153670.9601,52.2906553035633,34.245582,-113.5793644,572.3287327,15.3,23.93314962,335,15,15030204,81,"Region_9",777.6,6100,488,19.5,16750,8.5,18.764706,6.776601307,"Sonoran Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","AZ","6/12/2007",24.629515280817,3.97029191355212,3.95681768022255,6.80057740745187,2.63905732961526,2.34352850079592,6.19031540585315,2.9704144655697,34.245582,8.7160440501614,9.72615353725321,2.93197776499822,1.91347569411501,6.65621225314623,0.173553719008264,0.0301208933815996,0.0816326530612245
"NLA06608-0062",14,6359.64912280702,2.26562663372787,0.428571428571429,0.107539450613676,7.45871265398646,53,2.75441451508505,194756576.907892,4250276670.9414,45.8383977029927,47.32068,-99.74629427,54.29856165,2.7,2.944960258,562.29,10,10130103,42,"Region_8",3835,28530,2834,152,14069,8.98,21.333333,5.399803922,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","ND","8/9/2007",22.1702499168089,3.97029191355212,3.82512211767238,8.75772848544232,2.63905732961526,2.00938283283461,7.94944442025063,5.02388052084628,47.32068,10.2587114442075,9.55172907437721,3.06027077906656,1.68636264217024,8.25192471380136,0.107539450613676,0.0115647334382913,0.183673469387755
