Samp_ID,TSN,PHYLUM,CLASS,ORDER,FAMILY,GENUS,FFG,count,Vol,Den
Lake_14,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,3,68.10888036,0.04404712
Lake_14,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,15,68.10888036,0.220235598
Lake_14,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,15,68.10888036,0.220235598
Lake_14,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,68.10888036,0.073411866
Lake_14,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,12,68.10888036,0.176188478
Lake_14,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,8,68.10888036,0.117458986
Lake_14,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,68.10888036,0.073411866
Lake_14,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,17,68.10888036,0.249600344
Lake_14,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,6,68.10888036,0.088094239
Lake_14,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,7,68.10888036,0.102776612
Lake_14,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,10,68.10888036,0.146823732
Lake_14,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,11,68.10888036,0.161506105
Lake_14,59425,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Omnivorous,21,68.10888036,0.308329837
Lake_14,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,8,68.10888036,0.117458986
Lake_14,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,12,68.10888036,0.176188478
Lake_14,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,10,68.10888036,0.146823732
Lake_14,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,22,68.10888036,0.323012211
Lake_14,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,19,68.10888036,0.278965091
Lake_14,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,16,68.10888036,0.234917971
Lake_14,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,17,68.10888036,0.249600344
Lake_15,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,4,744.7334568,0.005371049
Lake_15,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,4,744.7334568,0.005371049
Lake_15,58445,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,4,744.7334568,0.005371049
Lake_15,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,4,744.7334568,0.005371049
Lake_15,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,11,744.7334568,0.014770385
Lake_15,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,11,744.7334568,0.014770385
Lake_15,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,7,744.7334568,0.009399336
Lake_15,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,15,744.7334568,0.020141434
Lake_15,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,52,744.7334568,0.069823639
Lake_15,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,189,744.7334568,0.253782072
Lake_16,58578,Rotifera,Eurotatoria,Ploima,Euchlanidae,Euchlanis,Herbivores,1,18.49883387,0.054057462
Lake_16,58352,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,2,18.49883387,0.108114923
Lake_16,85855,Arthropoda,Maxillopoda,Calanoida,Temoridae,,Predaceous,1,18.49883387,0.054057462
Lake_16,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,3,18.49883387,0.162172385
Lake_16,59255,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Predaceous,4,18.49883387,0.216229846
Lake_16,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,4,18.49883387,0.216229846
Lake_16,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,18.49883387,0.270287308
Lake_16,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,7,18.49883387,0.378402231
Lake_16,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,13,18.49883387,0.702747
Lake_16,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,13,18.49883387,0.702747
Lake_16,59434,Rotifera,Eurotatoria,Collothecaceae,Collothecidae,Collotheca,Herbivores,17,18.49883387,0.918976846
Lake_16,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,19,18.49883387,1.027091769
Lake_16,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,21,18.49883387,1.135206692
Lake_16,59282,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Predaceous,40,18.49883387,2.162298461
Lake_16,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,38,18.49883387,2.054183538
Lake_16,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,40,18.49883387,2.162298461
Lake_16,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,71,18.49883387,3.838079768
Lake_17,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,2,6.29424307,0.317750678
Lake_17,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,6.29424307,0.158875339
Lake_17,59255,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Predaceous,1,6.29424307,0.158875339
Lake_17,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,3,6.29424307,0.476626016
Lake_17,58352,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,6.29424307,0.158875339
Lake_17,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,5,6.29424307,0.794376694
Lake_17,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,5,6.29424307,0.794376694
Lake_17,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,6,6.29424307,0.953252033
Lake_17,59425,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Omnivorous,2,6.29424307,0.317750678
Lake_17,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,2,6.29424307,0.317750678
Lake_17,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,3,6.29424307,0.476626016
Lake_17,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,3,6.29424307,0.476626016
Lake_17,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,4,6.29424307,0.635501355
Lake_17,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,4,6.29424307,0.635501355
Lake_17,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,54,6.29424307,8.579268293
Lake_17,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,75,6.29424307,11.91565041
Lake_17,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,34,6.29424307,5.401761518
Lake_17,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,95,6.29424307,15.09315718
Lake_18,83873,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,47.43430137,0.02108179
Lake_18,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,1,47.43430137,0.02108179
Lake_18,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,4,47.43430137,0.084327162
Lake_18,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,21,47.43430137,0.442717599
Lake_18,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,6,47.43430137,0.126490742
Lake_18,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,81,47.43430137,1.707625024
Lake_18,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,8,47.43430137,0.168654323
Lake_18,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,21,47.43430137,0.442717599
Lake_18,59255,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Predaceous,26,47.43430137,0.548126551
Lake_18,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,30,47.43430137,0.632453712
Lake_18,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,102,47.43430137,2.150342622
Lake_19,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,40.43684211,0.024729923
Lake_19,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,7,40.43684211,0.173109462
Lake_19,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,1,40.43684211,0.024729923
Lake_19,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,1,40.43684211,0.024729923
Lake_19,58633,Rotifera,Eurotatoria,Ploima,Lecanidae,,Herbivores,1,40.43684211,0.024729923
Lake_19,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,8,40.43684211,0.197839386
Lake_19,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,9,40.43684211,0.222569309
Lake_19,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,14,40.43684211,0.346218925
Lake_19,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,2,40.43684211,0.049459846
Lake_19,83880,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,16,40.43684211,0.395678771
Lake_19,125923,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Predaceous,19,40.43684211,0.469868541
Lake_19,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,25,40.43684211,0.61824808
Lake_19,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,32,40.43684211,0.791357543
Lake_19,58559,Rotifera,Eurotatoria,Ploima,Brachionidae,Platyias,Predaceous,4,40.43684211,0.098919693
Lake_19,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,4,40.43684211,0.098919693
Lake_19,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,156,40.43684211,3.85786802
Lake_2,83837,Arthropoda,Branchiopoda,Diplostraca,Sididae,Diaphanosoma,Herbivores,1,40.97772829,0.0244035
Lake_2,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,2,40.97772829,0.048807
Lake_2,88599,Arthropoda,Maxillopoda,Poecilostomatoida,Ergasilidae,Ergasilus,Omnivorous,1,40.97772829,0.0244035
Lake_2,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,4,40.97772829,0.097614001
Lake_2,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,5,40.97772829,0.122017501
Lake_2,83973,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,,Herbivores,2,40.97772829,0.048807
Lake_2,83936,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,Bosmina,Herbivores,3,40.97772829,0.073210501
Lake_2,83905,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Herbivores,8,40.97772829,0.195228002
Lake_2,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,9,40.97772829,0.219631502
Lake_2,85779,Arthropoda,Maxillopoda,Calanoida,Diaptomidae,,Herbivores,15,40.97772829,0.366052503
Lake_2,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,21,40.97772829,0.512473504
Lake_2,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,27,40.97772829,0.658894505
Lake_2,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,133,40.97772829,3.245665525
Lake_2,bbbbb,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,69,40.97772829,1.683841513
Lake_20,59425,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Omnivorous,2,45.3,0.04415011
Lake_20,59074,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Predaceous,4,45.3,0.088300221
Lake_20,58633,Rotifera,Eurotatoria,Ploima,Lecanidae,,Herbivores,4,45.3,0.088300221
Lake_20,59175,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Herbivores,6,45.3,0.132450331
Lake_20,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,8,45.3,0.176600442
Lake_20,59434,Rotifera,Eurotatoria,Collothecaceae,Collothecidae,Collotheca,Herbivores,11,45.3,0.242825607
Lake_20,58458,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,17,45.3,0.375275938
Lake_20,aaaaa,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Herbivores,38,45.3,0.838852097
Lake_20,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,81,45.3,1.78807947
Lake_20,59411,Rotifera,Eurotatoria,Flosculariaceae,Conochilidae,,Herbivores,131,45.3,2.89183223
Lake_21,58559,Rotifera,Eurotatoria,Ploima,Brachionidae,Platyias,Predaceous,1,8.95494186,0.111670183
Lake_21,58246,Rotifera,Eurotatoria,,,,Herbivores,1,8.95494186,0.111670183
Lake_21,58486,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,1,8.95494186,0.111670183
Lake_21,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,1,8.95494186,0.111670183
Lake_21,58633,Rotifera,Eurotatoria,Ploima,Lecanidae,,Herbivores,1,8.95494186,0.111670183
Lake_21,59270,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Omnivorous,1,8.95494186,0.111670183
Lake_21,59282,Rotifera,Eurotatoria,Ploima,Synchaetidae,Ploesoma,Predaceous,1,8.95494186,0.111670183
Lake_21,58458,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Omnivorous,1,8.95494186,0.111670183
Lake_21,59235,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Omnivorous,1,8.95494186,0.111670183
Lake_21,83879,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,1,8.95494186,0.111670183
Lake_21,83888,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,2,8.95494186,0.223340367
Lake_21,88634,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,Predaceous,1,8.95494186,0.111670183
Lake_21,127917,Arthropoda,Insecta,Diptera,Chironomidae,,Predaceous,1,8.95494186,0.111670183
Lake_21,58487,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Omnivorous,2,8.95494186,0.223340367
Lake_21,59322,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Herbivores,3,8.95494186,0.33501055
Lake_21,59297,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,Herbivores,4,8.95494186,0.446680734
Lake_21,83874,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Herbivores,2,8.95494186,0.223340367
